Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscVal,SaleCondition,HasLotFrontage,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,SalePriceLog,YrMoSold
257,60,FV,0.18620258416287,-0.174635560366284,Pave,NONE,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,VinylSd,VinylSd,None,-0.567015949674981,PConc,503,0,361,864,GasA,0.268289832918241,SBrkr,1.230708802599,0.449122844914448,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,Attchd,0.295002434288667,0.929413348615745,0.966683138989922,0.126002010983267,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,0,3,3,7,3,1,2,3,2,1,0,2,0.297607266471232,12.2428866186529,200808
258,20,RL,0.305691530174723,-0.171718868171876,Pave,NONE,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,VinylSd,VinylSd,Stone,0.439560687805308,PConc,1334,0,270,1604,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.204046292250319,1,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.301674894323861,0.869088176432703,0.23153383389789,0.925245189383605,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,2,3,4,3,3,4,3,3,7,6,1,2,3,3,1,0,2,0.297607266471232,12.3013828253345,200906
259,60,RL,0.664158368210282,0.287469933391176,Pave,NONE,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,VinylSd,VinylSd,BrkFace,0.394823948361739,PConc,361,0,602,963,GasA,0.268289832918241,SBrkr,1.14905291761405,0.575613968870127,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.290554127598537,0.423609981850236,-0.740760408320604,0.718033994983517,-0.359600750132276,9.62512468123512,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,3,3,3,7,6,1,2,3,3,1,0,2,0.297607266471232,12.3523351525084,200808
260,20,RM,0.365436003180649,0.321328925387126,Pave,NONE,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,BrkFace,BrkFace,None,-0.567015949674981,PConc,0,0,0,0,GasA,0.268289832918241,FuseA,-0.785025043886639,-1.22293169987469,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,0.190467227070627,-0.764331870369674,-0.740760408320604,-0.0368067846168022,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,0,2,2,3,2,0,0,3,3,7,0,0,2,3,3,0,0,1,-4.91413779376274,11.4824662574855,200804
261,80,RL,1.85904782832881,1.1575318962534,Pave,NONE,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,Wd Sdng,Wd Sdng,BrkFace,1.66422893007299,CBlock,672,690,0,1362,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.234719793970943,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.268312594147891,1.90853729712512,-0.740760408320604,-0.702842766617084,3.56360161977014,-0.103330530851366,-0.285935458023539,GdWo,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,3,3,3,7,3,5,2,3,3,4,0,1,-0.250997476711292,12.0782392740203,200908
262,60,RL,0.335563766677686,-0.0735658351948526,Pave,NONE,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,CemntBd,CmentBd,Stone,0.942849006545452,PConc,0,0,1482,1482,GasA,0.268289832918241,SBrkr,1.76263856764382,2.12117738970358,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,2.26145702249785,0.623631660646747,BuiltIn,0.303899047668925,1.83429093136138,-0.740760408320604,1.48767557418384,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,4,4,3,4,3,3,7,1,1,2,3,2,1,0,3,1.66911912442754,12.5281561446993,200703
263,80,RL,0.903136260233988,-0.215215625679782,Pave,NONE,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,HdBoard,Plywood,BrkFace,-0.309779697874462,CBlock,506,0,0,506,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.570711841978216,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.23939860066205,0.0895013359133866,1.56745031304363,-0.525233171417009,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdWo,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,4,3,3,3,7,5,1,2,3,2,3,0,1,0.297607266471232,11.9250351157971,200610
264,50,RM,-0.232008726878616,-0.591976169574791,Pave,NONE,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,Wd Sdng,Wd Sdng,None,-0.567015949674981,BrkTil,234,692,0,926,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.365163765550238,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Detchd,0.230501987281791,0.0523781530315144,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,2,5,2,3,3,1,0,1,-0.250997476711292,11.7752897294377,201007
265,30,RM,-0.829453456937881,-0.625961974274845,Pave,Grvl,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,Wd Sdng,Wd Sdng,None,-0.567015949674981,BrkTil,0,0,680,680,GasA,-3.72731232161413,FuseP,-0.785025043886639,-1.45614970966797,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,0.210484607176209,0.145186110236195,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,0,3,3,7,1,1,0,3,0,1,0,1,-0.799602219893816,11.1982147201305,200809
266,20,RL,0.604413895204355,0.243719550475061,Pave,NONE,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,MetalSd,MetalSd,BrkFace,0.607323460718689,CBlock,588,228,606,1422,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.155662841498644,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.246071060697244,0.479294756173045,1.44097301324285,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdPrv,-0.0895919598967582,Normal,0.44693779307133,1,3,2,2,3,3,3,3,3,7,6,2,2,3,2,1,0,3,0.297607266471232,12.0753943218881,200809
267,60,RL,0.365436003180649,0.131743932750627,Pave,NONE,HLS,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,VinylSd,VinylSd,None,-0.567015949674981,PConc,714,0,88,802,GasA,0.268289832918241,SBrkr,0.86908988337993,0.0202388777522227,1,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.281657514218279,-0.277090095045101,0.0101985592465257,0.407217203383386,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,3,3,3,7,6,1,2,3,2,3,0,3,0.297607266471232,12.1281111040605,200609
268,75,RL,0.0667136381510165,-0.224219327671214,Pave,NONE,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,Wd Sdng,Wd Sdng,None,-0.567015949674981,PConc,378,0,342,720,GasA,0.268289832918241,SBrkr,0.894753161518058,1.36618349359312,0,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,0.98684936683629,0.623631660646747,Detchd,0.152656620204528,-1.07987892486559,1.33030537591716,-0.347623576216934,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,3,3,4,3,3,7,2,1,2,3,3,1,0,1,-0.250997476711292,12.0979304869105,200810
269,30,RM,0.395308239683612,-0.414438383828237,Pave,NONE,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,VinylSd,VinylSd,None,-0.567015949674981,CBlock,403,125,212,740,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.42847977630267,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,0.623631660646747,Detchd,0.212708760521274,2.09415321153449,-0.740760408320604,-0.332822776616927,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,4,5,5,7,5,3,2,3,3,1,0,3,-0.250997476711292,11.6994050319128,200805
270,20,RL,-1.72562055202678,-0.285469863753775,Pave,NONE,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,HdBoard,HdBoard,BrkFace,0.406008133222631,CBlock,751,0,392,1143,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.766377799347158,1,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.259415980767632,0.145186110236195,2.18402714957243,-0.258818778616896,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdPrv,-0.0895919598967582,Normal,-2.23744784062252,1,3,2,2,2,4,2,3,4,7,4,1,2,3,2,1,0,2,-0.250997476711292,11.9049675527463,200708
271,60,FV,0.783647314222135,0.0710006474844844,Pave,NONE,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,VinylSd,VinylSd,None,-0.567015949674981,PConc,0,0,1095,1095,GasA,0.268289832918241,SBrkr,1.18404829689331,0.866148269205828,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.301674894323861,2.69276453550467,0.776967189288753,0.0519980129832354,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,3,3,3,4,3,3,7,1,1,2,3,3,2,0,2,0.297607266471232,12.4912515877638,200611
272,20,RL,0.455052712689539,3.66943793915893,Pave,NONE,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,Plywood,Plywood,None,-0.567015949674981,CBlock,226,1063,96,1385,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.272271846395286,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,2.17157453260921,Attchd,0.186018920380498,-0.156439750679017,-0.100469078079157,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,3,3,3,4,2,6,2,3,2,4,0,1,0.297607266471232,12.3946247520748,200807
273,60,RL,1.02262520624584,0.202378608936934,Pave,NONE,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,VinylSd,VinylSd,BrkFace,1.37903221612024,PConc,524,0,628,1152,GasA,0.268289832918241,SBrkr,1.7953009216378,1.52034455091411,0,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,1.62415319466707,0.623631660646747,Attchd,0.286105820908408,0.920132552895277,0.302677315035829,0.140802810583273,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,4,3,3,7,6,1,2,3,2,1,0,3,0.297607266471232,12.5776362019627,201007
274,20,RL,0.664158368210282,-0.0720440827455964,Pave,NONE,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,Wd Sdng,Wd Sdng,BrkCmn,0.456336965096646,CBlock,620,620,0,1240,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.259386158980929,1,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.194915533760756,-0.625119934562653,1.54373581933098,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,4,3,3,6,3,2,2,3,3,1,0,2,-0.250997476711292,11.8422292121128,200907
275,20,RL,0.544669422198429,-0.235125220224217,Pave,NONE,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,HdBoard,ImStucc,None,-0.567015949674981,CBlock,546,0,270,816,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.35337567145398,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.248295214042309,-0.968509376219971,0.587251239587583,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,5,1,2,3,3,4,0,1,-0.250997476711292,11.7320609948869,200709
276,50,RL,-0.0826475443637997,-0.368278559534132,Pave,NONE,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,Wd Sdng,Wd Sdng,None,-0.567015949674981,BrkTil,0,0,952,952,GasW,-3.72731232161413,SBrkr,0.605458026142804,0.0933665587890998,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.23939860066205,0.924772950755511,-0.155802896741998,-0.702842766617084,-0.359600750132276,-0.103330530851366,2.27749427971869,NONE,-0.0895919598967582,Normal,0.44693779307133,1,3,3,3,4,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,12.2307652581205,200902
277,20,RL,2.12789795685548,-0.123276415203888,Pave,NONE,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,VinylSd,VinylSd,None,-0.567015949674981,PConc,0,0,1560,1560,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.11708364453079,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,Attchd,0.295002434288667,0.465373562592343,0.0497227154342694,1.51727717338386,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,0,3,3,7,1,1,2,3,2,1,0,3,1.66911912442754,12.2110601870412,201007
278,20,RL,2.45649255838808,1.13749548900486,Pave,NONE,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,VinylSd,VinylSd,None,-0.567015949674981,CBlock,120,0,744,864,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.25850732848722,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,0.179346460345304,-0.337415267228144,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,3,3,7,2,1,2,3,3,1,0,1,-0.250997476711292,11.8565151693603,201009
279,20,RL,1.47070875379029,0.542997532162109,Pave,NONE,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,CemntBd,CmentBd,BrkFace,1.19449316591552,PConc,0,0,2121,2121,GasA,0.268289832918241,SBrkr,-0.785025043886639,1.22585740295479,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.303899047668925,1.20319682236955,0.239438665135439,0.74763559418353,-0.359600750132276,-0.103330530851366,2.24189108891672,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,4,4,4,3,5,3,3,7,1,1,2,3,3,4,0,3,1.66911912442754,12.9367516138114,200708
280,60,RL,0.753775077719171,-0.0206849375832004,Pave,NONE,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,Plywood,Plywood,BrkFace,1.10501968702839,CBlock,392,0,768,1160,GasA,0.268289832918241,SBrkr,1.23537485316957,1.03019144558585,0,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.237174447316985,0.149826508096429,1.53583098809343,1.02885078658365,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,3,3,3,7,4,1,2,3,3,1,0,3,0.297607266471232,12.1652506510099,200806
281,60,RL,0.723902841216208,0.141888949079001,Pave,NONE,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,Plywood,Plywood,BrkFace,1.33429547667668,CBlock,421,0,386,807,GasA,0.268289832918241,SBrkr,1.09772636133779,0.95113449311355,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.263864287457761,0.474654358312811,-0.740760408320604,0.540424399783442,-0.359600750132276,7.67943363881782,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,3,3,3,3,3,3,7,6,1,2,3,3,3,0,3,0.297607266471232,12.3392914893164,200701
282,20,FV,0.0667136381510165,-0.376394572596832,Pave,Pave,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,VinylSd,VinylSd,Stone,-0.186753664404649,PConc,905,0,357,1262,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.471890651387842,0,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.301674894323861,0.460733164732109,-0.740760408320604,1.07325318538367,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,3,3,3,0,3,3,7,6,1,2,3,3,1,0,3,0.297607266471232,12.1281111040605,200608
283,120,RL,-0.709964510926028,-0.647393321268537,Pave,NONE,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,VinylSd,VinylSd,Stone,0.361271393779063,PConc,904,0,410,1314,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.369116613173853,1,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.30612320101399,0.711314649184746,0.618870564537778,0.214806808583304,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,4,3,3,7,6,1,2,3,3,1,0,2,0.297607266471232,12.2428866186529,200907
284,20,RL,0.484924949192502,-0.0705223302963402,Pave,NONE,Lvl,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,VinylSd,VinylSd,Stone,-0.164385294682865,PConc,0,0,1468,1468,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.0647473461554993,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.30612320101399,1.9735028671684,0.91925415156463,1.51727717338386,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,4,3,3,4,3,3,7,1,1,2,3,3,1,0,3,0.297607266471232,12.4073795022352,200904
285,120,RL,-0.232008726878616,-0.273422656863831,Pave,NONE,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,Plywood,ImStucc,None,-0.567015949674981,PConc,430,0,1145,1575,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.146730001707902,1,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.270536747492955,0.261196056742045,-0.740760408320604,-0.702842766617084,0.449948945244414,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,3,3,3,0,3,3,7,6,1,2,3,3,1,0,2,0.297607266471232,12.096257779523,200710
286,160,FV,-0.680092274423065,-0.750365237001538,Pave,Pave,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,MetalSd,MetalSd,None,-0.567015949674981,PConc,0,0,625,625,GasA,0.268289832918241,SBrkr,0.673115759416049,-0.495607737129532,0,0,0.781365814350925,1.23259887250509,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.301674894323861,0.256555658881811,-0.740760408320604,0.0964004117832542,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,4,3,3,0,3,3,7,1,1,2,3,2,1,0,2,0.297607266471232,12.0118809161657,200709
287,50,RL,0.574541658701392,-0.0484569197821257,Pave,NONE,Bnk,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,Wd Sdng,Wd Sdng,None,-0.567015949674981,CBlock,600,0,312,912,GasA,0.268289832918241,SBrkr,0.729108366262872,0.460981387785293,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.203812147141015,-0.151799352818783,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,1.99266875330289,GdPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,3,3,4,3,3,7,3,1,2,3,2,1,0,2,-0.250997476711292,11.9766594812024,200609
288,20,RL,-1.72562055202678,-0.259092821300002,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,HdBoard,HdBoard,None,-0.567015949674981,CBlock,614,0,244,858,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.27036587135807,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,NONE,-4.15997671587587,-2.19357441132175,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,2,3,0,0,0,7,4,1,2,3,2,1,0,0,-0.250997476711292,11.3850920934603,200609
289,20,RL,-1.72562055202678,-0.0442721005466712,Pave,NONE,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,MetalSd,MetalSd,BrkFace,-0.393661084331153,CBlock,450,0,432,882,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.18735607126215,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.221605373901533,-0.894263010456227,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,-2.23744784062252,1,3,2,2,2,3,0,3,3,7,4,1,2,3,2,1,0,1,-0.250997476711292,11.7117763237154,201005
290,70,RL,0.0667136381510165,-0.182371135316669,Pave,NONE,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,Wd Sdng,Wd Sdng,None,-0.567015949674981,BrkTil,0,0,698,698,GasA,0.268289832918241,FuseA,0.843426605241803,-0.207049860605638,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,Detchd,0.295002434288667,-0.411661632991888,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,4.32467775083228,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,11.9419443260321,200710
291,60,RL,1.85904782832881,0.690227081627644,Pave,NONE,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,VinylSd,VinylSd,None,-0.567015949674981,PConc,0,0,1079,1079,GasA,0.268289832918241,SBrkr,1.17471619575217,0.826619792969678,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.301674894323861,0.985098122938553,-0.740760408320604,0.0519980129832354,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,4,3,3,4,4,3,7,1,1,2,3,3,3,0,2,0.297607266471232,12.3597803701244,200610
292,190,RL,-0.0826475443637997,-0.568262193907215,Pave,Grvl,Bnk,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,VinylSd,VinylSd,None,-0.567015949674981,PConc,210,0,570,780,GasA,-3.72731232161413,SBrkr,1.03473467863512,0.425405759172758,1,0,0.781365814350925,-0.756321032880405,3.81711217406667,-0.207698474525451,1.62415319466707,-0.924311211315714,NONE,-4.15997671587587,-2.19357441132175,-0.740760408320604,2.02050435978407,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,1,2,4,1,2,0,0,0,7,3,1,0,3,3,1,0,0,-0.250997476711292,11.8196746001392,200806
293,50,RL,0.0667136381510165,0.157360098979772,Pave,NONE,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,Wd Sdng,Wd Sdng,None,-0.567015949674981,CBlock,292,0,476,768,GasA,0.268289832918241,SBrkr,0.540133318154844,0.425405759172758,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.174898153655174,-0.889622612595993,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,2.56231980613449,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,4,3,3,5,2,1,2,3,3,1,0,1,-0.250997476711292,11.7829526021833,200901
