Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscVal,SaleCondition,HasLotFrontage,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,SalePriceLog,YrMoSold
2575,50,RM,-0.232008726878616,-0.401757113417768,Pave,NONE,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,Wd Sdng,Wd Sdng,None,-0.567015949674981,BrkTil,375,0,345,720,GasA,0.268289832918241,FuseA,0.36982247232909,-0.564782570542794,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Detchd,0.210484607176209,1.14751204804674,-0.740760408320604,-0.702842766617084,0.107447151046583,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,3,3,0,3,3,7,5,1,2,3,3,1,0,3,-0.250997476711292,0,200708
2576,50,RM,-0.232008726878616,-0.36523505463562,Pave,NONE,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,VinylSd,VinylSd,None,-0.567015949674981,BrkTil,0,0,936,936,GasA,0.268289832918241,SBrkr,0.766436770827421,0.198117020814897,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,NONE,-4.15997671587587,-2.19357441132175,-0.740760408320604,-0.702842766617084,-0.359600750132276,6.8852740296679,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,3,3,4,2,1,0,0,0,7,1,1,0,3,3,1,0,0,-0.250997476711292,0,200712
2577,70,RM,-0.232008726878616,-0.140522942962124,Pave,NONE,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1923,Wd Sdng,Plywood,None,-0.567015949674981,BrkTil,548,0,311,859,GasA,0.268289832918241,SBrkr,1.28203535887525,0.646765226095196,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Detchd,-4.15997671587587,-2.19357441132175,0.634680227012876,-0.702842766617084,2.940871084865,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Alloca,0.44693779307133,1,2,2,4,3,3,0,0,0,7,5,1,2,3,3,1,0,0,0.297607266471232,0,200706
2578,30,RM,-0.351497672890469,-0.823789792678149,Pave,NONE,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,Stucco,Stucco,None,-0.567015949674981,BrkTil,0,0,816,816,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.35337567145398,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.114846013338428,-1.72953462529835,-0.740760408320604,-0.702842766617084,1.13495253364007,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,2,2,7,1,1,0,3,3,1,0,1,-0.250997476711292,0,200712
2579,50,RM,0.18620258416287,0.113990154175971,Pave,NONE,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,MetalSd,MetalSd,None,-0.567015949674981,BrkTil,0,0,0,0,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.29605938091156,0,0,-1.02736282330994,-0.756321032880405,-2.26152963504441,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,0.177122307000239,-1.00563255910184,-0.361328508918265,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,0,2,2,4,2,0,0,3,2,2,0,0,0,3,3,0,0,1,-4.91413779376274,0,200706
2580,190,C (all),0.514797185695465,-0.243241233286916,Pave,NONE,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,VinylSd,VinylSd,None,-0.567015949674981,CBlock,0,0,957,957,GasA,-3.72731232161413,SBrkr,1.44768015413044,0.968922307419817,0,0,0.781365814350925,-0.756321032880405,1.38565545042224,4.45593111885755,1.62415319466707,-0.924311211315714,NONE,-4.15997671587587,-2.19357441132175,-0.740760408320604,-0.702842766617084,1.71097827842733,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,3,2,1,2,3,0,0,0,7,1,1,0,3,3,1,0,0,-0.250997476711292,0,200709
2581,20,C (all),0.216074820665833,-0.456920639703305,Pave,NONE,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,MetalSd,MetalSd,None,-0.567015949674981,CBlock,967,0,106,1073,GasA,0.268289832918241,FuseA,-0.785025043886639,-0.845434751819457,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Detchd,0.254967674077503,1.14751204804674,-0.740760408320604,5.8687122557857,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,2,2,3,2,3,0,3,3,7,6,1,2,3,3,1,0,1,-0.250997476711292,0,200711
2582,30,C (all),0.0667136381510165,-0.520961055276169,Pave,NONE,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,9,1930,MetalSd,MetalSd,None,-0.567015949674981,BrkTil,737,0,100,837,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.987737266269596,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.132639240098946,-1.1912484735112,0.476583602261901,-0.702842766617084,0.294266311518127,3.31155578849328,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,0,3,1,7,5,1,0,3,3,1,0,1,-0.250997476711292,0,200703
2583,120,RM,0.0368414016480533,-0.583352905695672,Pave,NONE,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,CemntBd,CmentBd,Stone,2.078043769926,PConc,1573,0,0,1573,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.245551192298276,1,1,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.301674894323861,0.103422529494089,0.23153383389789,-0.702842766617084,-0.359600750132276,-0.103330530851366,2.43770863832758,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,3,3,3,4,3,3,7,6,1,2,3,2,4,0,3,0.297607266471232,0,200702
2584,85,RL,-1.72562055202678,0.251328312721341,Pave,NONE,Bnk,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,HdBoard,Wd Shng,None,-0.567015949674981,CBlock,1001,0,0,1001,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.398762970350965,1,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,BuiltIn,0.241622754007115,0.0616589487519824,-0.0767545843665104,-0.702842766617084,3.09655371859128,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,3,3,1,3,3,7,6,1,2,3,2,3,0,2,0.297607266471232,0,200701
2585,20,RL,0.664158368210282,-0.0213190011037238,Pave,NONE,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2002,VinylSd,VinylSd,BrkFace,0.361271393779063,PConc,585,0,856,1441,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.214955555852868,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.292778280943602,0.822684197830362,0.587251239587583,0.0223964137832229,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,4,3,3,7,6,1,2,3,3,1,0,3,0.297607266471232,0,200704
2586,20,RL,-0.411242145896396,0.341872583452084,Pave,NONE,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,VinylSd,VinylSd,None,-0.567015949674981,PConc,1392,0,17,1409,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.181356351052141,1,0,-1.02736282330994,1.23259887250509,-2.26152963504441,-0.207698474525451,-1.56236594448683,0.623631660646747,Attchd,0.292778280943602,0.479294756173045,-0.740760408320604,1.42847237578382,-0.359600750132276,-0.103330530851366,2.29529587511968,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,4,3,3,7,6,1,2,3,2,1,0,2,0.297607266471232,0,200710
2587,20,RL,-1.72562055202678,-0.0304495157992609,Pave,NONE,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1991,HdBoard,HdBoard,None,-0.567015949674981,PConc,1239,0,215,1454,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.0449831080374244,1,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.268312594147891,0.154466905956663,0.160390352759952,-0.377225175416946,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,2,3,3,3,3,7,6,1,2,3,2,1,0,1,0.297607266471232,0,200708
2588,80,RL,-1.72562055202678,-0.179834881234576,Pave,NONE,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,6,1975,Plywood,Plywood,Stone,-0.287411328152678,CBlock,224,530,98,852,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.15178044264962,0,1,-1.02736282330994,-0.756321032880405,0.169927088600022,-4.87132806790845,-1.56236594448683,-0.924311211315714,Attchd,0.232726140626856,-0.523031181637505,0.776967189288753,0.540424399783442,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,2,3,0,3,3,7,3,6,2,3,2,3,0,1,-0.250997476711292,0,200706
2589,85,RL,0.723902841216208,-0.222951200630167,Pave,NONE,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,Plywood,Plywood,None,-0.567015949674981,CBlock,924,0,46,970,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.938326670974409,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.230501987281791,0.256555658881811,0.784872020526302,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,1,3,3,7,5,1,2,3,2,3,0,1,0.297607266471232,0,200707
2590,120,RL,-0.351497672890469,-0.77534733971016,Pave,NONE,Lvl,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1987,VinylSd,VinylSd,BrkFace,1.40140058584203,BrkTil,949,0,552,1501,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.000474639634147814,1,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,2.17157453260921,Attchd,0.259415980767632,0.182309293118067,1.15639908869109,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,3,3,3,7,6,1,2,3,2,3,0,3,0.297607266471232,0,200702
2591,20,RL,2.72534268691475,1.2414819063707,Pave,NONE,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,8,1958,HdBoard,HdBoard,BrkFace,6.27770518519098,CBlock,0,0,585,585,GasA,0.268289832918241,SBrkr,-0.785025043886639,1.53813236522037,0,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.194915533760756,-0.0543509977538682,1.42516335076775,-0.702842766617084,-0.359600750132276,-0.103330530851366,2.17068470731276,GdPrv,-0.0895919598967582,Normal,0.44693779307133,1,3,2,3,3,3,4,3,3,7,1,1,2,3,3,1,0,2,-0.250997476711292,0,200710
2592,20,RL,0.275819293671759,-0.228277334202564,Pave,NONE,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,VinylSd,VinylSd,None,-0.567015949674981,PConc,0,0,1689,1689,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.372042316253956,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,Attchd,0.303899047668925,-0.184282137840421,0.0497227154342694,-0.12561158221684,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,4,3,3,0,3,3,7,1,1,2,3,2,1,0,3,0.297607266471232,0,200707
2593,20,RL,0.305691530174723,-0.237154223489892,Pave,NONE,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,VinylSd,VinylSd,NONE,-0.567015949674981,PConc,583,0,963,1546,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.12498933977802,0,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.748729716681859,0.135905314515727,0.302677315035829,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,3,4,4,3,4,3,3,7,6,1,2,3,2,3,0,2,0.297607266471232,0,200712
2594,20,RL,-0.470986618902322,0.0206560039549258,Pave,NONE,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,Plywood,Plywood,None,-0.567015949674981,CBlock,215,80,970,1265,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.515371975247607,0,1,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.254967674077503,0.256555658881811,1.0931604387907,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,3,3,0,3,3,7,5,4,2,3,3,1,0,1,0.297607266471232,0,200710
2595,20,RL,-1.72562055202678,-0.437518295975289,Pave,NONE,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,VinylSd,VinylSd,BrkFace,-0.0860960006566206,PConc,250,0,1017,1267,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.373069460797468,0,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.290554127598537,-0.00794701915152796,1.28287638849187,-0.288420377816909,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,3,4,3,3,0,3,3,7,6,1,2,3,2,2,0,1,1.66911912442754,0,200701
2596,20,RL,0.664158368210282,0.144171577752886,Pave,NONE,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,VinylSd,VinylSd,BrkFace,4.38757794370022,PConc,1329,0,593,1922,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.8325490644051,1,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.292778280943602,1.01758090796019,0.848110670426691,0.244408407783317,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,5,3,3,7,6,1,2,3,3,3,0,3,0.297607266471232,0,200707
2597,20,RL,-1.72562055202678,-0.303223642328431,Pave,NONE,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1996,VinylSd,VinylSd,BrkFace,0.568178813705567,PConc,0,0,1491,1491,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.0192895984839271,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.279433360873214,0.456092766871875,-0.740760408320604,-0.184814780616865,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,3,4,2,3,3,3,3,7,1,1,2,3,2,1,0,3,1.66911912442754,0,200703
2598,60,RL,-1.72562055202678,0.206943866284703,Pave,NONE,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,VinylSd,VinylSd,BrkFace,-0.0413592612130523,PConc,766,0,356,1122,GasA,0.268289832918241,SBrkr,2.34122883839432,1.94725209426452,1,0,2.59009445201179,1.23259887250509,2.60138381224446,-0.207698474525451,2.26145702249785,0.623631660646747,BuiltIn,0.295002434288667,-0.0961145784959744,0.389630458648865,-0.229217179416884,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,3,4,3,3,4,3,3,7,6,1,2,3,2,4,0,3,0.297607266471232,0,200710
2599,20,RL,0.813519550725098,0.312578848803903,Pave,NONE,HLS,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,MetalSd,MetalSd,BrkFace,0.786270418492963,PConc,0,0,1824,1824,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.638859530847967,0,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.301674894323861,2.13127639441636,0.524012589687193,-0.170013981016859,-0.359600750132276,-0.103330530851366,1.63663684528313,NONE,-0.0895919598967582,Partial,0.44693779307133,1,2,4,4,4,3,4,3,3,7,1,1,2,3,2,4,0,3,1.66911912442754,0,200712
2600,20,RL,4.24882674856587,4.22690658640311,Pave,NONE,Lvl,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,MetalSd,MetalSd,None,-0.567015949674981,CBlock,0,0,0,0,GasA,0.268289832918241,SBrkr,-0.785025043886639,1.05390853132754,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,1.62415319466707,-0.924311211315714,2Types,0.183794767035433,2.63707976118187,3.07727307941543,3.23416992698458,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdPrv,-0.0895919598967582,Normal,0.44693779307133,0,2,2,4,2,0,0,3,3,6,0,0,0,3,3,0,0,2,-4.91413779376274,0,200709
2601,120,RM,0.126458111156943,-0.438532797608126,Pave,NONE,Lvl,FR3,Gtl,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,VinylSd,VinylSd,BrkFace,0.18232443600479,PConc,16,904,0,920,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.11620481403708,2,0,-2.8360914609708,1.23259887250509,-3.47725799686663,-0.207698474525451,-2.19966977231761,-0.924311211315714,Attchd,0.279433360873214,-0.0589913956141022,-0.740760408320604,-0.110810782616833,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,3,3,7,3,6,2,3,2,3,0,3,1.66911912442754,0,200709
2602,160,RM,-1.09830358546455,-1.0987197351771,Pave,NONE,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,CemntBd,CmentBd,None,-0.567015949674981,CBlock,252,0,294,546,GasA,0.268289832918241,SBrkr,0.488806761878589,-0.807882699395115,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.226053680591662,-1.01955375268255,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,4,1,2,3,3,1,0,1,-0.250997476711292,0,200708
2603,180,RM,-1.72562055202678,-1.09504216675806,Pave,NONE,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1970,CemntBd,CmentBd,None,-0.567015949674981,CBlock,503,0,27,530,GasA,0.268289832918241,SBrkr,0.292832637914708,-1.00552508057586,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,BuiltIn,0.221605373901533,-0.815376246832248,0.144580690284854,0.732834794583523,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,2,3,0,3,3,7,6,1,2,3,3,3,0,3,0.297607266471232,0,200710
2604,160,RM,-1.09830358546455,-1.09986104951404,Pave,NONE,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1970,CemntBd,CmentBd,BrkFace,0.489889519679322,CBlock,384,0,162,546,GasA,0.268289832918241,SBrkr,0.488806761878589,-0.807882699395115,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,NONE,-4.15997671587587,-2.19357441132175,-0.740760408320604,0.244408407783317,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,0,0,7,5,1,2,3,3,1,0,0,-0.250997476711292,0,200708
2605,160,RM,-1.09830358546455,-1.04977003139269,Pave,NONE,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,3,1976,CemntBd,CmentBd,None,-0.567015949674981,CBlock,0,0,546,546,GasA,0.268289832918241,SBrkr,0.488806761878589,-0.807882699395115,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.234950293971921,-0.866420623294823,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdWo,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,0,200707
2606,85,RL,0.425180476186576,-0.131772866378901,Pave,NONE,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,Plywood,Plywood,BrkFace,0.23824536030925,PConc,923,0,0,923,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.973902299586944,1,0,-1.02736282330994,-0.756321032880405,-2.26152963504441,-0.207698474525451,-1.56236594448683,0.623631660646747,Attchd,0.237174447316985,0.952615337916915,0.848110670426691,0.274010006983329,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,3,3,2,3,3,7,6,1,2,3,3,3,0,3,0.297607266471232,0,200710
2607,80,RL,-1.72562055202678,0.734104277247864,Pave,NONE,Low,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,HdBoard,Plywood,None,-0.567015949674981,PConc,1148,0,96,1244,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.286106813077938,2,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.237174447316985,0.256555658881811,10.5157192739488,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,2,3,3,3,3,7,6,1,2,3,2,4,0,3,0.297607266471232,0,200712
2608,20,RL,0.0965858746539798,3.02003008143885,Pave,NONE,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1977,Plywood,Plywood,None,-0.567015949674981,PConc,1112,0,48,1160,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.346348806700458,1,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,2.17157453260921,Attchd,0.237174447316985,0.924772950755511,4.71357314558802,0.62922919738348,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdPrv,-0.0895919598967582,Normal,0.44693779307133,1,1,2,2,3,3,3,3,3,4,5,1,1,3,2,2,0,2,-0.250997476711292,0,200708
2609,60,RL,0.305691530174723,-0.238675975939148,Pave,NONE,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,Plywood,Plywood,None,-0.567015949674981,PConc,531,0,185,716,GasA,0.268289832918241,SBrkr,0.885421060376921,-0.135898603380569,1,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.237174447316985,0.270476852462514,-0.740760408320604,1.31006597898377,-0.359600750132276,-0.103330530851366,3.98644743821351,GdPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,4,3,3,7,3,1,2,3,2,1,0,3,0.297607266471232,0,200709
2610,85,RL,-0.232008726878616,-0.436884232454765,Pave,NONE,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1971,Wd Sdng,HdBoard,None,-0.567015949674981,CBlock,796,0,0,796,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.39290414769013,0,1,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,NONE,-4.15997671587587,-2.19357441132175,0.278962821323183,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdWo,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,0,0,7,6,1,2,3,3,3,0,0,0.297607266471232,0,200712
2611,20,RL,1.97853677434066,2.22288542343683,Pave,NONE,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,3,1961,Plywood,Plywood,NONE,0.540218351553337,CBlock,811,0,585,1396,GasA,-3.72731232161413,SBrkr,-0.785025043886639,0.211951987497549,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.20158799379595,-0.133237761377847,0.460773939786803,-0.140412381816846,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,2,2,2,2,3,0,3,2,7,4,1,2,3,3,1,0,1,-0.250997476711292,0,200703
2612,20,RL,-1.72562055202678,0.105493703000958,Pave,NONE,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,Plywood,Plywood,None,-0.567015949674981,PConc,1090,0,0,1090,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.637910251579671,1,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.234950293971921,0.135905314515727,-0.740760408320604,-0.0516075842168084,-0.359600750132276,-0.103330530851366,1.28060493726338,MnPrv,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,2,3,0,3,3,7,2,1,2,3,1,1,0,1,0.297607266471232,0,200709
